Species,Dataset,File Name,Erythromycin,Methicillin,Ciprofloxacin,Clindamycin,Penicillin,clusters,split
Staphylococcus aureus,PATRIC_genomes,1280.25975.fna,S,,S,S,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.25976.fna,S,,S,S,,12,train
Staphylococcus aureus,PATRIC_genomes,1280.25977.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.25978.fna,S,,S,S,,267,train
Staphylococcus aureus,PATRIC_genomes,1280.25979.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.25981.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.25982.fna,S,,S,S,,43,train
Staphylococcus aureus,PATRIC_genomes,1280.25983.fna,S,,S,S,,12,train
Staphylococcus aureus,PATRIC_genomes,1280.25984.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.25985.fna,S,,S,S,,34,train
Staphylococcus aureus,PATRIC_genomes,1280.25986.fna,R,,S,R,,57,test
Staphylococcus aureus,PATRIC_genomes,1280.25987.fna,S,,S,S,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.25988.fna,S,,S,S,,43,train
Staphylococcus aureus,PATRIC_genomes,1280.25989.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.25991.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.25992.fna,S,,S,S,,8,train
Staphylococcus aureus,PATRIC_genomes,1280.25993.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.25994.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.25995.fna,S,,S,S,,39,train
Staphylococcus aureus,PATRIC_genomes,1280.25996.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.25997.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.25998.fna,S,,S,S,,8,train
Staphylococcus aureus,PATRIC_genomes,1280.25999.fna,R,,S,R,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26001.fna,S,,S,S,,66,train
Staphylococcus aureus,PATRIC_genomes,1280.26002.fna,S,,S,S,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.26003.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26004.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.26005.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26006.fna,R,,S,R,,57,test
Staphylococcus aureus,PATRIC_genomes,1280.26007.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26008.fna,S,,S,S,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.26009.fna,S,,S,S,,21,train
Staphylococcus aureus,PATRIC_genomes,1280.26011.fna,S,,S,S,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.26012.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26013.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26014.fna,S,,S,S,,8,train
Staphylococcus aureus,PATRIC_genomes,1280.26015.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26016.fna,R,,R,R,,410,train
Staphylococcus aureus,PATRIC_genomes,1280.26017.fna,R,,S,R,,313,train
Staphylococcus aureus,PATRIC_genomes,1280.26018.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26019.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26021.fna,S,,S,S,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.26022.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.26023.fna,S,,S,S,,34,train
Staphylococcus aureus,PATRIC_genomes,1280.26024.fna,S,,S,S,,272,train
Staphylococcus aureus,PATRIC_genomes,1280.26025.fna,S,,S,S,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.26026.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26027.fna,S,,S,S,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26028.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26029.fna,S,,S,S,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26031.fna,S,,S,S,,193,test
Staphylococcus aureus,PATRIC_genomes,1280.26032.fna,S,,S,S,,12,train
Staphylococcus aureus,PATRIC_genomes,1280.26033.fna,S,,S,S,,159,train
Staphylococcus aureus,PATRIC_genomes,1280.26034.fna,S,,S,S,,21,train
Staphylococcus aureus,PATRIC_genomes,1280.26035.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26036.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26037.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26038.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26039.fna,R,,S,R,,34,train
Staphylococcus aureus,PATRIC_genomes,1280.26041.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26042.fna,S,,S,S,,32,train
Staphylococcus aureus,PATRIC_genomes,1280.26043.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.26044.fna,S,,S,S,,441,train
Staphylococcus aureus,PATRIC_genomes,1280.26045.fna,R,,S,R,,250,train
Staphylococcus aureus,PATRIC_genomes,1280.26046.fna,S,,S,S,,2,train
Staphylococcus aureus,PATRIC_genomes,1280.26047.fna,R,,S,R,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26048.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.26049.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26051.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26052.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26053.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26054.fna,S,,S,S,,158,train
Staphylococcus aureus,PATRIC_genomes,1280.26055.fna,S,,S,S,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.26056.fna,S,,S,S,,34,train
Staphylococcus aureus,PATRIC_genomes,1280.26057.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26058.fna,S,,S,S,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26059.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26061.fna,S,,S,S,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.26062.fna,S,,S,S,,2,train
Staphylococcus aureus,PATRIC_genomes,1280.26063.fna,S,,S,S,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.26064.fna,S,,S,S,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26065.fna,S,,S,S,,368,train
Staphylococcus aureus,PATRIC_genomes,1280.26066.fna,S,,S,S,,73,train
Staphylococcus aureus,PATRIC_genomes,1280.26067.fna,S,,S,S,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26068.fna,S,,S,S,,47,train
Staphylococcus aureus,PATRIC_genomes,1280.26069.fna,S,,S,S,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.26074.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26075.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26076.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26077.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26078.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26079.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26081.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26082.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26083.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26084.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26085.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26086.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26087.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26088.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26089.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26091.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26092.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26093.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26094.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26095.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26096.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26097.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26098.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26099.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26101.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26102.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26103.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26104.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26105.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26106.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26107.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26108.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26109.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26111.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26112.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26113.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26114.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26115.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26116.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26117.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.26118.fna,,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29683.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29684.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29685.fna,S,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29686.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29687.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29688.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29689.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29691.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29692.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29693.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29694.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29695.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29696.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29697.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29698.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29699.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29701.fna,R,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29702.fna,R,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29703.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29704.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29705.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29706.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29707.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29708.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29709.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29711.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29712.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29713.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29714.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29715.fna,R,,R,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29716.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29717.fna,S,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29718.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29719.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29721.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29722.fna,S,,S,,,136,train
Staphylococcus aureus,PATRIC_genomes,1280.29723.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29724.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29725.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29726.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29727.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29728.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29729.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29731.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29732.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29733.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29734.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29735.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29736.fna,S,,S,,,16,train
Staphylococcus aureus,PATRIC_genomes,1280.29737.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29738.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29739.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29741.fna,S,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29742.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29743.fna,S,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29744.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29745.fna,R,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29746.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29747.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29748.fna,R,,R,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29749.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29751.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29752.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29753.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29754.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29755.fna,S,,R,,,188,train
Staphylococcus aureus,PATRIC_genomes,1280.29756.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29757.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29758.fna,S,,S,,,2,train
Staphylococcus aureus,PATRIC_genomes,1280.29759.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29761.fna,S,,S,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29762.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29763.fna,S,,S,,,2,train
Staphylococcus aureus,PATRIC_genomes,1280.29764.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29765.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29766.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29767.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29768.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29769.fna,R,,S,,,74,train
Staphylococcus aureus,PATRIC_genomes,1280.29771.fna,S,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29772.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29773.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29774.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29775.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29776.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29777.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29778.fna,R,,R,,,2,train
Staphylococcus aureus,PATRIC_genomes,1280.29779.fna,S,,R,,,41,train
Staphylococcus aureus,PATRIC_genomes,1280.29781.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29782.fna,R,,R,,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.29783.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29784.fna,S,,S,,,16,train
Staphylococcus aureus,PATRIC_genomes,1280.29785.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29786.fna,R,,R,,,37,train
Staphylococcus aureus,PATRIC_genomes,1280.29787.fna,S,,S,,,95,train
Staphylococcus aureus,PATRIC_genomes,1280.29788.fna,S,,S,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29789.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29791.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29792.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29793.fna,S,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29795.fna,R,,,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29797.fna,S,,S,,,408,test
Staphylococcus aureus,PATRIC_genomes,1280.29798.fna,S,,S,,,12,train
Staphylococcus aureus,PATRIC_genomes,1280.29801.fna,S,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29802.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29803.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29804.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29805.fna,S,,R,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29806.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29807.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29808.fna,R,,R,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29809.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29811.fna,R,,R,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29812.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29813.fna,R,,,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29814.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29815.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29816.fna,R,,,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29817.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29819.fna,R,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29821.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29822.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29823.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29824.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29825.fna,S,,S,,,95,train
Staphylococcus aureus,PATRIC_genomes,1280.29826.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29827.fna,S,,S,,,95,train
Staphylococcus aureus,PATRIC_genomes,1280.29828.fna,S,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29829.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29831.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29832.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29833.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29834.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29836.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29837.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29842.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29843.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29844.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29845.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29846.fna,S,,S,,,37,train
Staphylococcus aureus,PATRIC_genomes,1280.29847.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29848.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29849.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29851.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29852.fna,S,,,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29853.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29854.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29855.fna,S,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29856.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29857.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29859.fna,S,,R,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29861.fna,S,,S,,,16,train
Staphylococcus aureus,PATRIC_genomes,1280.29862.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29865.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29867.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29869.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29871.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29872.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29873.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29874.fna,S,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29875.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29876.fna,R,,R,,,18,train
Staphylococcus aureus,PATRIC_genomes,1280.29877.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29878.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29879.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29881.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29882.fna,R,,R,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29883.fna,R,,S,,,19,train
Staphylococcus aureus,PATRIC_genomes,1280.29884.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29885.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29887.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29888.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29889.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29891.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29892.fna,R,,,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29893.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29894.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29895.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29896.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29897.fna,R,,R,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29898.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29899.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29901.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29902.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29903.fna,R,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29904.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29906.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29907.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29908.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29909.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29911.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29912.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29913.fna,,,R,,,3,train
Staphylococcus aureus,PATRIC_genomes,1280.29914.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29915.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29916.fna,S,,,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29917.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29918.fna,S,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29919.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29921.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29923.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29924.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29925.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29926.fna,S,,,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29928.fna,R,,R,,,6,train
Staphylococcus aureus,PATRIC_genomes,1280.29929.fna,S,,S,,,5,train
Staphylococcus aureus,PATRIC_genomes,1280.29931.fna,S,,S,,,4,train
Staphylococcus aureus,PATRIC_genomes,1280.29934.fna,R,,,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29935.fna,R,,S,,,27,train
Staphylococcus aureus,PATRIC_genomes,1280.29936.fna,S,,S,,,7,test
Staphylococcus aureus,PATRIC_genomes,1280.29937.fna,R,,S,,,4,train
